CID,HOMO,HOMO-1,delta_orbs
56847536,-0.16209,-0.25644,0.0943499999999999
56847537,-0.17023,-0.26355,0.09332
56847538,-0.16482,-0.25962,0.0948
56847595,-0.15934,-0.24968,0.09034
56847596,-0.15996,-0.24876,0.0888
56847597,-0.15604,-0.25204,0.0959999999999999
56847599,-0.16019,-0.25503,0.0948399999999999
56924702,-0.15204,-0.22438,0.0723399999999999
56924703,-0.15103,-0.22321,0.07218
56924704,-0.15256,-0.22548,0.07292
56924705,-0.15101,-0.22334,0.07233
56924751,-0.15697,-0.22483,0.06786
56924791,-0.14881,-0.23717,0.08836
56931157,-0.16584,-0.24143,0.07559
56933878,-0.15838,-0.23688,0.0785
56934466,-0.16661,-0.23112,0.0645099999999999
56934566,-0.15339,-0.23487,0.08148
56946189,-0.17559,-0.25088,0.07529
56948989,-0.16129,-0.23419,0.0729
56950231,-0.14727,-0.23741,0.09014
56951262,-0.15116,-0.22341,0.07225
56951263,-0.15448,-0.22782,0.0733399999999999
56951345,-0.16406,-0.25272,0.0886599999999999
56953286,-0.17337,-0.25466,0.08129
56953376,-0.15722,-0.2343,0.07708
56953377,-0.14962,-0.23626,0.08664
56953378,-0.15811,-0.23469,0.07658
56953379,-0.16267,-0.25106,0.08839
56953380,-0.14603,-0.22887,0.08284
56953381,-0.1659,-0.25332,0.08742
56953382,-0.16068,-0.23397,0.07329
56953383,-0.1704,-0.2456,0.0752
56953474,-0.1556,-0.24596,0.09036
56954938,-0.14741,-0.23614,0.0887299999999999
56954939,-0.15792,-0.24697,0.0890499999999999
56967682,-0.15156,-0.22381,0.07225
56967683,-0.1526,-0.2249,0.0722999999999999
56970738,-0.17447,-0.23542,0.06095
56971066,-0.15115,-0.2211,0.0699499999999999
56972288,-0.17317,-0.24815,0.07498
56975713,-0.17035,-0.24265,0.0723
56975942,-0.13489,-0.2308,0.09591
56978643,-0.16222,-0.23034,0.0681199999999999
56981419,-0.15764,-0.23317,0.0755299999999999
56981426,-0.17329,-0.24538,0.0720899999999999
56981794,-0.15831,-0.24455,0.0862399999999999
56987068,-0.16562,-0.25244,0.08682
56992176,-0.16904,-0.25394,0.0849
56992312,-0.17058,-0.24352,0.0729399999999999
56992711,-0.15513,-0.25431,0.0991799999999999
56997441,-0.16637,-0.24411,0.07774
56997491,-0.17159,-0.2346,0.06301
57003164,-0.17144,-0.24393,0.07249
57003532,-0.14926,-0.25279,0.10353
57008126,-0.17318,-0.2458,0.0726199999999999
57009795,-0.1484,-0.23541,0.08701
57010784,-0.16461,-0.26083,0.09622
57012642,-0.15924,-0.24602,0.08678
57017549,-0.17086,-0.24747,0.0766099999999999
57025746,-0.17222,-0.25143,0.0792099999999999
57027080,-0.16387,-0.23931,0.07544
57034130,-0.15919,-0.24762,0.08843
57034341,-0.16738,-0.24423,0.07685
57035456,-0.15314,-0.25355,0.10041
57035819,-0.15757,-0.22948,0.07191
57036656,-0.14563,-0.23842,0.0927899999999999
57037986,-0.17134,-0.24699,0.07565
57039313,-0.16684,-0.24264,0.0758
57041192,-0.16883,-0.24449,0.07566
57043436,-0.17422,-0.24749,0.0732699999999999
57044673,-0.16901,-0.24171,0.0727
57045488,-0.17357,-0.24748,0.07391
57046124,-0.16107,-0.23563,0.07456
57046928,-0.16879,-0.24191,0.0731199999999999
57048714,-0.1551,-0.22736,0.07226
57050216,-0.14554,-0.24825,0.10271
57050773,-0.17071,-0.25847,0.0877599999999999
57053705,-0.16457,-0.24334,0.07877
57060031,-0.15564,-0.22884,0.0731999999999999
57060128,-0.16066,-0.24558,0.08492
57060672,-0.1475,-0.24865,0.10115
57064024,-0.14941,-0.24763,0.09822
57070721,-0.16539,-0.23912,0.0737299999999999
57071714,-0.1715,-0.24673,0.0752299999999999
57075710,-0.15655,-0.22846,0.07191
57077485,-0.17168,-0.24302,0.07134
57077704,-0.16084,-0.24925,0.0884099999999999
57078916,-0.165,-0.2437,0.0786999999999999
57079516,-0.16054,-0.24588,0.08534
57079979,-0.14524,-0.23568,0.0904399999999999
57080713,-0.16925,-0.25373,0.08448
57081611,-0.15673,-0.25737,0.1006399999999999
57082936,-0.17036,-0.23682,0.0664599999999999
57083921,-0.15029,-0.23432,0.08403
57084894,-0.14707,-0.24636,0.0992899999999999
57084991,-0.15585,-0.25892,0.10307
57085643,-0.17505,-0.25239,0.0773399999999999
57088181,-0.16967,-0.23628,0.06661
57088940,-0.16663,-0.23996,0.07333
57092175,-0.16567,-0.24359,0.0779199999999999
57098659,-0.16961,-0.24198,0.0723699999999999
57099691,-0.17635,-0.25552,0.07917
57103322,-0.17676,-0.253,0.07624
57106345,-0.14439,-0.2383,0.09391
57107481,-0.15423,-0.2475,0.0932699999999999
57111730,-0.14832,-0.24426,0.09594
57112012,-0.16971,-0.24309,0.07338
57112422,-0.16582,-0.23705,0.07123
57114359,-0.16228,-0.23712,0.0748399999999999
57115966,-0.15465,-0.22714,0.07249
57119849,-0.15011,-0.2216,0.07149
57132643,-0.16951,-0.24376,0.07425
57133754,-0.16806,-0.23283,0.06477
57134412,-0.17107,-0.24376,0.07269
57135635,-0.16011,-0.24498,0.08487
57137351,-0.15213,-0.25627,0.10414
57138275,-0.14535,-0.23925,0.0938999999999999
57140222,-0.14779,-0.24891,0.1011199999999999
57140717,-0.15449,-0.25465,0.10016
57142058,-0.14369,-0.24034,0.0966499999999999
57143908,-0.16829,-0.24128,0.07299
57145700,-0.24303,-0.2825,0.0394699999999999
57150012,-0.17332,-0.24917,0.07585
57152386,-0.16361,-0.24624,0.0826299999999999
57154705,-0.15889,-0.24117,0.0822799999999999
57155361,-0.17667,-0.2515,0.07483
57157091,-0.1658,-0.24813,0.0823299999999999
57157588,-0.17233,-0.24403,0.0716999999999999
57158874,-0.15373,-0.25657,0.10284
57159950,-0.16597,-0.24354,0.07757
57161600,-0.15044,-0.25223,0.10179
57163466,-0.14301,-0.23342,0.0904099999999999
57164296,-0.1657,-0.25168,0.08598
57164526,-0.15021,-0.25213,0.10192
57168946,-0.16509,-0.24793,0.08284
57171659,-0.17066,-0.23964,0.0689799999999999
57172169,-0.16923,-0.24356,0.07433
57172819,-0.17796,-0.24215,0.06419
57173588,-0.16025,-0.24545,0.0852
57174868,-0.1494,-0.25311,0.10371
57175780,-0.16494,-0.2445,0.0795599999999999
57175857,-0.15773,-0.23198,0.0742499999999999
57177901,-0.17031,-0.25398,0.08367
57179783,-0.16933,-0.2422,0.0728699999999999
57182367,-0.15773,-0.23235,0.0746199999999999
57183314,-0.16197,-0.24142,0.0794499999999999
57188064,-0.16931,-0.24042,0.07111
57190550,-0.16674,-0.24309,0.07635
57194585,-0.17276,-0.25198,0.0792199999999999
57195922,-0.14721,-0.24715,0.09994
57197004,-0.16561,-0.24337,0.07776
57198428,-0.14635,-0.24295,0.0965999999999999
57199434,-0.17011,-0.24222,0.0721099999999999
57199518,-0.17596,-0.2509,0.07494
57199718,-0.17026,-0.24296,0.0727
57201069,-0.17336,-0.24608,0.07272
57201562,-0.14612,-0.24125,0.0951299999999999
57203660,-0.15762,-0.22929,0.0716699999999999
57205637,-0.15483,-0.22799,0.07316
57207194,-0.17023,-0.24265,0.07242
57207551,-0.16903,-0.24244,0.0734099999999999
57210556,-0.16717,-0.25141,0.08424
57212189,-0.15216,-0.23652,0.08436
57212631,-0.17057,-0.24307,0.0725
57215017,-0.1683,-0.24343,0.07513
57215649,-0.16088,-0.23037,0.06949
57220372,-0.16136,-0.24379,0.08243
57221365,-0.16231,-0.22442,0.06211
57226388,-0.15341,-0.25645,0.10304
57227982,-0.17499,-0.25223,0.07724
57228230,-0.1689,-0.24276,0.07386
57229665,-0.15502,-0.24846,0.09344
57233614,-0.17008,-0.23096,0.0608799999999999
57248786,-0.15693,-0.22584,0.06891
57249407,-0.15029,-0.25055,0.1002599999999999
57250745,-0.14668,-0.24909,0.10241
57250778,-0.1555,-0.23956,0.08406
57251254,-0.15393,-0.237,0.0830699999999999
57251788,-0.17026,-0.24267,0.07241
57252736,-0.14967,-0.25299,0.10332
57254671,-0.1546,-0.22743,0.07283
57256142,-0.16933,-0.24883,0.0794999999999999
57256891,-0.17392,-0.24555,0.07163
57258549,-0.15476,-0.23662,0.0818599999999999
57259375,-0.15703,-0.24365,0.08662
57260091,-0.15936,-0.2458,0.0864399999999999
57263782,-0.16641,-0.24636,0.07995
57264657,-0.16162,-0.2508,0.08918
57266177,-0.1541,-0.25257,0.09847
57267633,-0.15931,-0.23561,0.0763
57268578,-0.17098,-0.24042,0.06944
57269948,-0.16899,-0.24832,0.07933
57272601,-0.172,-0.24926,0.07726
57275875,-0.16715,-0.24093,0.07378
57276052,-0.1693,-0.23779,0.06849
57276350,-0.16643,-0.23696,0.07053
57276529,-0.17424,-0.25758,0.0833399999999999
57276718,-0.1682,-0.24653,0.07833
57280458,-0.15124,-0.24485,0.09361
57281922,-0.14617,-0.24065,0.09448
57282899,-0.16677,-0.2443,0.0775299999999999
57289506,-0.16964,-0.23196,0.0623199999999999
57292573,-0.17073,-0.24082,0.07009
57293821,-0.15704,-0.24383,0.0867899999999999
57296574,-0.16744,-0.24593,0.07849
57297348,-0.15562,-0.24879,0.09317
57298134,-0.16037,-0.24309,0.0827199999999999
57298910,-0.17135,-0.24769,0.0763399999999999
57300091,-0.20474,-0.25576,0.0510199999999999
57301325,-0.16989,-0.25231,0.0824199999999999
57303200,-0.16512,-0.24303,0.07791
57307376,-0.14639,-0.24309,0.0967
57311228,-0.15068,-0.25416,0.1034799999999999
57314482,-0.17402,-0.2468,0.0727799999999999
57316135,-0.17862,-0.25602,0.0774
57318820,-0.16224,-0.24074,0.0785
57324185,-0.15704,-0.24383,0.0867899999999999
57327642,-0.1635,-0.24429,0.08079
57328331,-0.16254,-0.24365,0.08111
57328332,-0.15964,-0.23907,0.07943
57328333,-0.15929,-0.23997,0.08068
57328334,-0.15932,-0.2397,0.08038
57328335,-0.15976,-0.23962,0.0798599999999999
57328336,-0.1589,-0.24043,0.0815299999999999
57333329,-0.14685,-0.24116,0.09431
57333330,-0.14714,-0.24148,0.09434
57335469,-0.1462,-0.2308,0.0846
57335471,-0.16372,-0.23682,0.0731
57342394,-0.18036,-0.25993,0.07957
57343415,-0.17749,-0.25448,0.0769899999999999
57343416,-0.1569,-0.23454,0.0776399999999999
57343468,-0.1546,-0.2322,0.0776
57343469,-0.15447,-0.23198,0.07751
57343470,-0.14702,-0.23298,0.0859599999999999
57343637,-0.14623,-0.23325,0.08702
57351185,-0.16218,-0.22406,0.06188
57351414,-0.15958,-0.23255,0.07297
57351859,-0.15113,-0.25386,0.1027299999999999
57351861,-0.1487,-0.2487,0.1
57352734,-0.14786,-0.24446,0.0966
57357351,-0.15538,-0.24881,0.09343
57374980,-0.16517,-0.23311,0.06794
57380421,-0.15681,-0.24349,0.08668
57381514,-0.14034,-0.24182,0.10148
57385222,-0.15184,-0.24548,0.09364
57385223,-0.14798,-0.24011,0.0921299999999999
57387223,-0.1494,-0.24262,0.09322
57390328,-0.16263,-0.25086,0.08823
57390501,-0.15203,-0.23352,0.08149
57391817,-0.15208,-0.23386,0.08178
57391818,-0.15157,-0.23271,0.0811399999999999
57392279,-0.15791,-0.23826,0.08035
57393544,-0.15249,-0.23423,0.08174
57393545,-0.14717,-0.22932,0.08215
57393546,-0.14665,-0.24165,0.095
57393547,-0.13791,-0.23775,0.0998399999999999
57393805,-0.15366,-0.23835,0.08469
57393806,-0.15437,-0.2395,0.0851299999999999
57393807,-0.15308,-0.22626,0.07318
57395257,-0.13769,-0.23842,0.1007299999999999
57397033,-0.1412,-0.24101,0.09981
57397034,-0.14107,-0.2422,0.10113
57397352,-0.15548,-0.22796,0.0724799999999999
57397574,-0.15415,-0.23541,0.08126
57398798,-0.14758,-0.24154,0.09396
57399177,-0.1638,-0.25308,0.08928
100006310,-0.15663,-0.23169,0.07506
100006314,-0.15682,-0.23265,0.07583
100009115,-0.15394,-0.22527,0.07133
100913705,-0.14083,-0.22775,0.08692
100913706,-0.14037,-0.23046,0.09009
100913707,-0.14065,-0.2251,0.08445
100913708,-0.14041,-0.22492,0.08451
100913710,-0.1384,-0.22215,0.0837499999999999
100914346,-0.15456,-0.24954,0.09498
100914347,-0.14594,-0.24843,0.10249
100914349,-0.15256,-0.24533,0.0927699999999999
100916557,-0.15188,-0.22191,0.07003
100919717,-0.15457,-0.23063,0.0760599999999999
100919718,-0.14378,-0.2225,0.07872
100919719,-0.14385,-0.22198,0.07813
100919720,-0.14444,-0.22978,0.08534
100919721,-0.1449,-0.2284,0.0834999999999999
100919722,-0.14441,-0.23025,0.08584
100920150,-0.13493,-0.22999,0.09506
100920962,-0.15615,-0.22875,0.0726
100926691,-0.14051,-0.22434,0.08383
100926692,-0.14246,-0.22751,0.0850499999999999
100926693,-0.14214,-0.23492,0.09278
100926695,-0.14532,-0.24015,0.09483
100927020,-0.14946,-0.24041,0.09095
100927021,-0.15521,-0.24247,0.08726
100927023,-0.15111,-0.24376,0.09265
100930501,-0.13858,-0.22817,0.08959
100940706,-0.15247,-0.22659,0.07412
100953897,-0.15267,-0.24706,0.09439
100963605,-0.1338,-0.21464,0.08084
100964313,-0.1509,-0.24274,0.09184
100964314,-0.13874,-0.23894,0.1002
100966101,-0.13805,-0.22934,0.0912899999999999
100966103,-0.13538,-0.2284,0.0930199999999999
100968742,-0.14827,-0.23751,0.0892399999999999
100968743,-0.14857,-0.23729,0.08872
100968744,-0.14455,-0.22653,0.08198
100971121,-0.14028,-0.25016,0.10988
100972742,-0.15139,-0.24761,0.09622
100972743,-0.15272,-0.24973,0.09701
100972744,-0.15233,-0.24941,0.09708
100977837,-0.16805,-0.23129,0.0632399999999999
100978986,-0.14435,-0.23447,0.09012
100982009,-0.13545,-0.2323,0.09685
100982950,-0.15352,-0.25634,0.10282
100985424,-0.13652,-0.22175,0.08523
100989265,-0.1328,-0.23207,0.09927
100992589,-0.16393,-0.23273,0.0688
100992590,-0.16853,-0.25109,0.0825599999999999
100993135,-0.14498,-0.23528,0.0902999999999999
100994903,-0.13447,-0.22832,0.0938499999999999
100994904,-0.13146,-0.22236,0.0909
100994905,-0.13352,-0.23006,0.0965399999999999
100994906,-0.13086,-0.21857,0.0877099999999999
100994907,-0.13205,-0.22843,0.09638
100994908,-0.13459,-0.23122,0.09663
100994909,-0.13124,-0.21906,0.08782
100994910,-0.13233,-0.22767,0.09534
100994911,-0.13371,-0.22914,0.09543
100994912,-0.13317,-0.23077,0.0975999999999999
100994913,-0.1307,-0.22405,0.0933499999999999
100994916,-0.15977,-0.24776,0.08799
100994917,-0.15939,-0.24738,0.0879899999999999
100994922,-0.13816,-0.23532,0.09716
100994923,-0.13724,-0.23321,0.09597
100994924,-0.13741,-0.23436,0.09695
100994925,-0.13678,-0.2368,0.10002
100994926,-0.13758,-0.23566,0.09808
100996312,-0.15801,-0.22821,0.0701999999999999
100997917,-0.16103,-0.24816,0.0871299999999999
100998812,-0.13063,-0.24944,0.11881
100999310,-0.16064,-0.2252,0.06456
100999315,-0.15551,-0.22278,0.06727
101000983,-0.15423,-0.25047,0.09624
101000984,-0.16622,-0.25593,0.0897099999999999
101000985,-0.1512,-0.24376,0.09256
101000987,-0.15373,-0.24508,0.0913499999999999
101000988,-0.14836,-0.24503,0.09667
101001227,-0.1536,-0.2219,0.0683
101001461,-0.15418,-0.22334,0.06916
101003164,-0.14843,-0.23679,0.08836
101008731,-0.13789,-0.22975,0.09186
101008999,-0.13402,-0.2311,0.09708
101013064,-0.14035,-0.23662,0.09627
101013065,-0.13632,-0.22658,0.09026
101013066,-0.13618,-0.22681,0.09063
101013067,-0.13946,-0.23636,0.0968999999999999
101013068,-0.13843,-0.23492,0.0964899999999999
101013156,-0.14801,-0.2344,0.08639
101013157,-0.15418,-0.22582,0.0716399999999999
101013158,-0.15095,-0.2238,0.07285
101013159,-0.15459,-0.23726,0.08267
101013650,-0.15723,-0.22841,0.07118
101014116,-0.12954,-0.22105,0.09151
101014117,-0.1309,-0.22239,0.09149
101017839,-0.14631,-0.23757,0.09126
101017841,-0.14476,-0.23624,0.09148
101018490,-0.1417,-0.23796,0.09626
101018491,-0.13375,-0.21191,0.0781599999999999
101018523,-0.13948,-0.22316,0.08368
101018868,-0.15996,-0.25408,0.0941199999999999
101018869,-0.15911,-0.25338,0.0942699999999999
101018870,-0.15869,-0.24442,0.08573
101018874,-0.15532,-0.25237,0.0970499999999999
101018875,-0.15089,-0.24616,0.09527
101018933,-0.1531,-0.24381,0.0907099999999999
101018936,-0.15474,-0.24896,0.09422
101018937,-0.14028,-0.23176,0.09148
101021225,-0.14308,-0.23437,0.0912899999999999
101021227,-0.14308,-0.23937,0.0962899999999999
101021228,-0.14447,-0.23574,0.09127
101021230,-0.14398,-0.23534,0.09136
101021232,-0.14374,-0.23533,0.09159
101022140,-0.1461,-0.24857,0.10247
101022146,-0.14709,-0.24941,0.10232
101023858,-0.1531,-0.24492,0.0918199999999999
101023861,-0.14072,-0.24307,0.10235
101023871,-0.13963,-0.22723,0.0875999999999999
101023872,-0.15113,-0.23929,0.08816
101024066,-0.16192,-0.23223,0.0703099999999999
101024156,-0.14371,-0.23579,0.09208
101026521,-0.14251,-0.24285,0.10034
101026522,-0.14443,-0.23919,0.09476
101026523,-0.14112,-0.23763,0.09651
101026524,-0.14412,-0.23881,0.09469
101027571,-0.16339,-0.22842,0.06503
101028136,-0.14683,-0.24684,0.10001
101028137,-0.14626,-0.23987,0.09361
101028138,-0.14847,-0.2487,0.10023
101028139,-0.13887,-0.23604,0.09717
101028140,-0.14282,-0.23572,0.0929
101028141,-0.14596,-0.23888,0.09292
101028142,-0.14502,-0.24441,0.0993899999999999
101028143,-0.14561,-0.24457,0.09896
101028144,-0.14148,-0.23267,0.09119
101028145,-0.14357,-0.23279,0.08922
101028499,-0.15949,-0.23368,0.07419
101028767,-0.14898,-0.24003,0.0910499999999999
101029059,-0.15382,-0.24113,0.08731
101029222,-0.14222,-0.23814,0.0959199999999999
101030174,-0.15599,-0.23998,0.08399
101030175,-0.15834,-0.2389,0.0805599999999999
101030178,-0.15361,-0.2372,0.08359
101032424,-0.15791,-0.2414,0.08349
101032425,-0.15621,-0.23753,0.08132
101032426,-0.16653,-0.24884,0.08231
101032428,-0.15359,-0.23468,0.08109
101034752,-0.14479,-0.23481,0.0900199999999999
101035508,-0.1605,-0.22417,0.06367
101036114,-0.15689,-0.23704,0.08015
101036747,-0.14047,-0.23147,0.091
101036748,-0.1411,-0.2331,0.092
101036806,-0.14811,-0.23185,0.08374
101038787,-0.16413,-0.25944,0.09531
101038788,-0.15364,-0.25206,0.09842
101040094,-0.15238,-0.23648,0.0841
101040098,-0.1497,-0.24343,0.09373
101040102,-0.14839,-0.23898,0.09059
101040175,-0.14516,-0.24105,0.0958899999999999
101041291,-0.16906,-0.2557,0.08664
101041295,-0.1791,-0.2096,0.0305
101046183,-0.18101,-0.26131,0.0802999999999999
101049133,-0.16021,-0.24843,0.08822
101050288,-0.15194,-0.23901,0.08707
101051505,-0.14446,-0.22754,0.0830799999999999
101051506,-0.14455,-0.2278,0.0832499999999999
101051507,-0.14449,-0.22753,0.08304
101051508,-0.14379,-0.22628,0.08249
101051512,-0.14651,-0.22713,0.08062
101051513,-0.14456,-0.22622,0.08166
101051514,-0.14496,-0.22658,0.08162
101051515,-0.14384,-0.2254,0.08156
101051516,-0.14385,-0.22539,0.08154
101051517,-0.14346,-0.22464,0.08118
101051518,-0.14479,-0.22673,0.0819399999999999
101051519,-0.14393,-0.22548,0.08155
101051525,-0.14557,-0.22856,0.08299
101052357,-0.07559,-0.22407,0.14848
101052603,-0.15251,-0.24043,0.08792
101053103,-0.14775,-0.23281,0.08506
101054574,-0.14521,-0.23733,0.09212
101056935,-0.1705,-0.23906,0.0685599999999999
101057397,-0.14208,-0.24057,0.09849
101057398,-0.1943,-0.23694,0.04264
101057399,-0.1542,-0.2289,0.0746999999999999
101057400,-0.19386,-0.22723,0.0333699999999999
101057401,-0.1494,-0.22726,0.0778599999999999
101057404,-0.16382,-0.23221,0.06839
101057521,-0.14296,-0.2313,0.08834
101057618,-0.16367,-0.22896,0.0652899999999999
101058601,-0.15127,-0.22912,0.07785
101060241,-0.13335,-0.23197,0.09862
101063620,-0.13882,-0.22564,0.08682
101064119,-0.14078,-0.24747,0.10669
101064393,-0.14353,-0.23469,0.09116
101064398,-0.14213,-0.22583,0.0837
101064399,-0.14107,-0.22632,0.0852499999999999
101064752,-0.14748,-0.20924,0.06176
101064753,-0.15016,-0.22351,0.07335
101064754,-0.14775,-0.23281,0.08506
101064755,-0.15092,-0.21391,0.0629899999999999
101064756,-0.14781,-0.21243,0.06462
101065378,-0.1459,-0.24345,0.09755
101065382,-0.14621,-0.24177,0.09556
101065383,-0.14603,-0.24306,0.09703
101065385,-0.1467,-0.24295,0.09625
101065388,-0.14442,-0.24152,0.0971
101065390,-0.13964,-0.22895,0.08931
101065391,-0.14081,-0.2301,0.08929
101066742,-0.16384,-0.23138,0.0675399999999999
101068532,-0.16788,-0.25074,0.08286
101070658,-0.15211,-0.22648,0.0743699999999999
101070668,-0.15489,-0.23089,0.076
101070669,-0.15292,-0.23002,0.0771
101070670,-0.14557,-0.23499,0.08942
101070671,-0.14343,-0.23394,0.09051
101070785,-0.15088,-0.22466,0.07378
101070792,-0.144,-0.24222,0.09822
101075586,-0.13813,-0.23688,0.09875
101075588,-0.13431,-0.23944,0.1051299999999999
101075590,-0.13366,-0.23325,0.09959
101075591,-0.13314,-0.23234,0.0991999999999999
101075592,-0.13312,-0.23354,0.10042
101075593,-0.13245,-0.23745,0.1049999999999999
101075594,-0.13443,-0.23386,0.09943
101075595,-0.13431,-0.23037,0.0960599999999999
101075596,-0.13705,-0.23521,0.09816
101075598,-0.13502,-0.23024,0.09522
101075599,-0.1341,-0.23643,0.10233
101075604,-0.15526,-0.24742,0.0921599999999999
101075605,-0.15274,-0.24336,0.09062
101075608,-0.13641,-0.23416,0.09775
101076102,-0.13374,-0.2313,0.09756
101076874,-0.16344,-0.22844,0.065
101077501,-0.15071,-0.24798,0.09727
101077644,-0.15871,-0.25324,0.09453
101077742,-0.16855,-0.24102,0.07247
101077902,-0.15175,-0.25068,0.09893
101078216,-0.13527,-0.22157,0.0862999999999999
101080920,-0.15101,-0.23673,0.0857199999999999
101085829,-0.15277,-0.23457,0.0818
101085830,-0.14906,-0.23115,0.08209
101085832,-0.14928,-0.2303,0.08102
101085833,-0.15275,-0.23456,0.08181
101085834,-0.14931,-0.23299,0.08368
101085835,-0.148,-0.22866,0.08066
101085836,-0.14802,-0.22578,0.07776
101085838,-0.14837,-0.22639,0.07802
101086448,-0.16266,-0.22717,0.06451
101086500,-0.15957,-0.24126,0.08169
101086516,-0.1643,-0.23484,0.0705399999999999
101091042,-0.15176,-0.24125,0.0894899999999999
101093702,-0.16082,-0.24776,0.08694
101094033,-0.16832,-0.21442,0.0461
101095885,-0.14484,-0.23848,0.09364
101095953,-0.15456,-0.24056,0.086
101095954,-0.16055,-0.24593,0.08538
101096556,-0.15472,-0.24215,0.08743
101096557,-0.15444,-0.24064,0.0862
101101086,-0.15131,-0.22777,0.07646
101102474,-0.18534,-0.2681,0.08276
101103392,-0.17464,-0.24204,0.0674
101103393,-0.16411,-0.23336,0.06925
101103394,-0.16302,-0.23266,0.06964
101104510,-0.14363,-0.21877,0.0751399999999999
101107993,-0.14418,-0.23939,0.0952099999999999
101107994,-0.15348,-0.22847,0.07499
101107995,-0.14444,-0.2391,0.09466
101107996,-0.14373,-0.23153,0.0878
101107997,-0.14425,-0.24045,0.0962
101107998,-0.15415,-0.22866,0.0745099999999999
101107999,-0.14465,-0.24104,0.09639
101108000,-0.15249,-0.2276,0.07511
101108001,-0.14583,-0.24109,0.09526
101108002,-0.14545,-0.24057,0.09512
101108003,-0.14544,-0.24065,0.0952099999999999
101108079,-0.14568,-0.24083,0.0951499999999999
101109775,-0.16192,-0.22383,0.0619099999999999
101110168,-0.16484,-0.22648,0.06164
101110169,-0.16601,-0.22726,0.06125
101113097,-0.12983,-0.23561,0.10578
101113098,-0.12662,-0.23178,0.10516
101113099,-0.12661,-0.23199,0.10538
101113100,-0.12886,-0.23431,0.1054499999999999
101113101,-0.13136,-0.23293,0.10157
101113102,-0.13132,-0.23767,0.10635
101113103,-0.13328,-0.23897,0.1056899999999999
101113104,-0.12898,-0.23417,0.1051899999999999
101113107,-0.13263,-0.23576,0.10313
101113108,-0.13276,-0.23486,0.1021
101113110,-0.12666,-0.23173,0.10507
101113111,-0.12914,-0.23464,0.1054999999999999
101113112,-0.12887,-0.234,0.10513
101115857,-0.13868,-0.24107,0.10239
101115858,-0.13951,-0.24305,0.10354
101115868,-0.15217,-0.24995,0.09778
101116118,-0.14182,-0.23035,0.08853
101116119,-0.14627,-0.23647,0.0902
101116122,-0.16481,-0.25399,0.0891799999999999
101116128,-0.16446,-0.25188,0.08742
101116129,-0.16206,-0.24959,0.08753
101116317,-0.13846,-0.23404,0.09558
101118065,-0.16073,-0.23829,0.0775599999999999
101120988,-0.06277,-0.21777,0.1549999999999999
101123187,-0.15771,-0.25024,0.09253
101123480,-0.1574,-0.24416,0.0867599999999999
101124375,-0.1438,-0.24193,0.09813
101133550,-0.15034,-0.23235,0.08201
101135597,-0.17228,-0.2335,0.06122
101138524,-0.14377,-0.22619,0.08242
101138525,-0.11453,-0.21892,0.10439
101138527,-0.10274,-0.21536,0.11262
101138530,-0.14411,-0.22703,0.08292
101138701,-0.14716,-0.24203,0.0948699999999999
101138702,-0.15274,-0.22786,0.07512
101138703,-0.15406,-0.22869,0.07463
101138704,-0.14645,-0.23781,0.09136
101138705,-0.14788,-0.24199,0.09411
101141195,-0.15056,-0.2391,0.08854
101141524,-0.16115,-0.22702,0.06587
101141525,-0.16525,-0.23399,0.06874
101143432,-0.15305,-0.22593,0.07288
101143433,-0.14589,-0.23663,0.09074
101143434,-0.14571,-0.23426,0.0885499999999999
101143435,-0.15721,-0.23592,0.07871
101143436,-0.15684,-0.23513,0.07829
101144272,-0.1545,-0.24899,0.0944899999999999
101144273,-0.1565,-0.25438,0.09788
101144274,-0.16246,-0.25831,0.0958499999999999
101144275,-0.16021,-0.25666,0.09645
101147451,-0.16915,-0.26029,0.09114
101148519,-0.1572,-0.23161,0.07441
101148520,-0.15338,-0.24828,0.0949
101152743,-0.16639,-0.24452,0.0781299999999999
101163002,-0.15421,-0.22709,0.0728799999999999
101163003,-0.14606,-0.23667,0.09061
101163004,-0.14728,-0.24101,0.09373
101163005,-0.15403,-0.22823,0.0741999999999999
101163545,-0.15342,-0.23799,0.08457
101163547,-0.16637,-0.25227,0.0859
101163553,-0.15671,-0.23999,0.08328
101163555,-0.15216,-0.23396,0.0818
101163557,-0.15506,-0.24258,0.0875199999999999
101163574,-0.1577,-0.24246,0.08476
101163576,-0.15629,-0.24053,0.0842399999999999
101163578,-0.15799,-0.24164,0.08365
101163579,-0.15631,-0.24166,0.08535
101163586,-0.15777,-0.24255,0.08478
101164912,-0.14263,-0.23124,0.08861
101168659,-0.14161,-0.22304,0.0814299999999999
101168908,-0.13484,-0.22009,0.08525
101172040,-0.15046,-0.24267,0.0922099999999999
101172878,-0.1439,-0.22979,0.08589
101172879,-0.1448,-0.23026,0.0854599999999999
101173377,-0.14672,-0.24357,0.09685
101180032,-0.16211,-0.25042,0.0883099999999999
101182472,-0.13912,-0.23362,0.0945
101183437,-0.16337,-0.25068,0.08731
101183438,-0.1494,-0.24015,0.09075
101183439,-0.16092,-0.23989,0.0789699999999999
101186058,-0.15229,-0.23769,0.0854
101186551,-0.14119,-0.24319,0.1019999999999999
101186553,-0.14436,-0.24327,0.09891
101188462,-0.15903,-0.22827,0.06924
101188565,-0.13841,-0.21996,0.0815499999999999
